model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse
Transformer,6,1,FALSE,FALSE,FALSE,19.62146568,22.71725917,2.82186246,3.26342594,4.42961216,4.7662626,0.24098493,0.30418733,0.02974865,-0.1141709,0.11219484,0.98501343
Transformer,6,12,FALSE,FALSE,FALSE,19.00484085,30.2251693,2.81188154,3.95064699,4.35945415,5.4977422,0.24512479,0.39707129,0.06146113,-0.4877434,0.11020075,0.96879023
Transformer,6,24,FALSE,FALSE,FALSE,17.95680618,36.21624823,2.78199387,4.49454182,4.2375474,6.0179937,0.25878492,0.47761096,0.04682445,-0.78943637,0.11343338,0.97642976
Transformer,6,96,FALSE,FALSE,FALSE,28.59786224,40.52538905,3.80185318,4.88667086,5.34769678,6.36595547,0.38087487,0.54471183,-0.47826724,-1.06461054,0.20296259,1.21610391
Transformer,6,192,FALSE,FALSE,FALSE,44.08586121,42.26388754,4.85290241,5.04681375,6.63971853,6.50106818,0.50484085,0.57399499,-1.45769798,-1.29958871,0.34924728,1.56786358
Transformer,6,336,FALSE,FALSE,FALSE,28.29171944,42.58745289,3.92422175,5.21056669,5.31899595,6.52590629,0.42900282,0.62250737,-0.89910386,-1.5977062,0.24703585,1.38089204
Transformer,6,720,FALSE,FALSE,FALSE,28.48932076,42.35727723,4.11467171,5.43351554,5.33753872,6.50824686,0.4859153,0.69699783,-1.46422753,-2.26485984,0.29778999,1.54458141
Transformer,12,1,FALSE,FALSE,FALSE,20.92814636,22.30022835,2.94844151,3.24987702,4.57472897,4.72231176,0.25276685,0.30796756,-0.03349749,-0.09507607,0.12183862,1.01661086
Transformer,12,12,FALSE,FALSE,FALSE,18.80179977,24.92671737,2.79494381,3.45528276,4.33610439,4.99266636,0.242796,0.33150226,0.0730678,-0.22830085,0.10844261,0.962767
Transformer,12,24,FALSE,FALSE,FALSE,18.30073738,27.07595306,2.80660605,3.71479464,4.27793598,5.20345588,0.25986159,0.37804118,0.0346128,-0.33925669,0.11545803,0.98262465
Transformer,12,96,FALSE,FALSE,FALSE,26.31412125,44.31974373,3.60941005,5.18576481,5.12972927,6.65730754,0.35402051,0.58955644,-0.35541661,-1.26036707,0.1806839,1.16419411
Transformer,12,192,FALSE,FALSE,FALSE,41.14213943,42.65824409,4.65417719,5.06080066,6.41421366,6.5313279,0.47767362,0.57273794,-1.27128642,-1.32381423,0.31728932,1.50947857
Transformer,12,336,FALSE,FALSE,FALSE,29.89975357,42.82127642,4.09275246,5.22296104,5.46806669,6.54379679,0.4537687,0.62249227,-1.00035504,-1.61566158,0.26543561,1.41387379
Transformer,12,720,FALSE,FALSE,FALSE,30.31987381,42.14101613,4.30010414,5.4095626,5.50634861,6.49161121,0.51214767,0.69100811,-1.62547048,-2.25298153,0.32001048,1.58865297
Transformer,24,1,FALSE,FALSE,FALSE,20.12949181,18.79779439,2.88948703,2.96074845,4.48659039,4.33564233,0.24624853,0.28094712,0.00944866,0.07498008,0.11561228,0.99526447
Transformer,24,12,FALSE,FALSE,FALSE,17.16563797,25.97762788,2.63986516,3.5395071,4.14314365,5.09682527,0.23511213,0.34089242,0.09981674,-0.28276844,0.10287311,0.94877684
Transformer,24,24,FALSE,FALSE,FALSE,17.75223923,27.10831158,2.72993708,3.72924151,4.21334076,5.20656428,0.24868853,0.38088407,0.07212628,-0.34365271,0.10791226,0.96328658
Transformer,24,96,FALSE,FALSE,FALSE,30.8769455,46.52951037,3.9119966,5.41526355,5.55670261,6.82125431,0.38219526,0.63295428,-0.57904177,-1.37826624,0.212394,1.25671065
Transformer,24,192,FALSE,FALSE,FALSE,39.25819397,39.74212746,4.54401541,4.87580831,6.26563597,6.30413574,0.46127033,0.55199104,-1.14643329,-1.17018575,0.29436788,1.46506035
Transformer,24,336,FALSE,FALSE,FALSE,31.04478264,41.3917623,3.9944942,5.13101049,5.5717845,6.433643,0.41746405,0.61242426,-1.02864351,-1.53558639,0.2559633,1.4293443
Transformer,24,720,FALSE,FALSE,FALSE,28.9204216,43.23743662,4.2413168,5.52114734,5.3777709,6.57551797,0.50767308,0.71002537,-1.47474621,-2.34746603,0.3064484,1.54227602
Transformer,48,1,FALSE,FALSE,FALSE,17.98722649,20.22092579,2.69377947,3.06116697,4.24113512,4.49676837,0.23297381,0.28674473,0.0657748,0.00075798,0.10559782,0.96655327
Transformer,48,12,FALSE,FALSE,FALSE,18.0361042,28.89607347,2.7639401,3.80415091,4.24689341,5.37550681,0.248175,0.37143161,0.06701466,-0.43288171,0.10855717,0.96591705
Transformer,48,24,FALSE,FALSE,FALSE,19.29140091,29.08427034,2.91140437,3.89125266,4.39219761,5.39298344,0.26670027,0.3965474,0.00610479,-0.44772654,0.11921643,0.99694574
Transformer,48,96,FALSE,FALSE,FALSE,26.38397789,37.60669966,3.6271677,4.68752604,5.13653374,6.13243016,0.36478952,0.51706436,-0.46844254,-0.93093043,0.1926263,1.21270704
Transformer,48,192,FALSE,FALSE,FALSE,32.39712143,39.5239051,4.15747309,4.87526715,5.69184685,6.28680404,0.44025451,0.55110252,-0.97739865,-1.16902899,0.26592928,1.4062103
Transformer,48,336,FALSE,FALSE,FALSE,36.87952042,43.04915138,4.57134056,5.27952461,6.07285118,6.56118521,0.49556696,0.6310838,-1.35286223,-1.65258717,0.31922054,1.53438032
Transformer,48,720,FALSE,FALSE,FALSE,28.7221508,42.91237467,4.18623114,5.51253481,5.3593049,6.55075375,0.48792502,0.70498371,-1.39581191,-2.34195164,0.28913161,1.51868939
Transformer,72,1,FALSE,FALSE,FALSE,21.8819313,20.1400304,3.06449676,3.09760624,4.67781258,4.48776452,0.26841953,0.29492606,-0.11865401,0.00029018,0.13205747,1.05766451
Transformer,72,12,FALSE,FALSE,FALSE,19.37093544,27.316656,2.86835432,3.69310977,4.40124226,5.22653384,0.25283381,0.3584656,0.01333729,-0.36069459,0.11503348,0.99334723
Transformer,72,24,FALSE,FALSE,FALSE,26.71149063,28.01195628,3.55689764,3.7870956,5.16831589,5.29263226,0.33025202,0.38124208,-0.35544316,-0.40068633,0.17213948,1.16423845
Transformer,72,96,FALSE,FALSE,FALSE,25.56872177,47.12671715,3.52136207,5.45393438,5.05655241,6.86489018,0.34419039,0.62779382,-0.38264348,-1.43128087,0.17655841,1.17624116
Transformer,72,192,FALSE,FALSE,FALSE,36.82182693,40.05382178,4.47220278,4.93344162,6.06809902,6.32880888,0.46723992,0.55679928,-1.17910356,-1.20949563,0.29845837,1.47486556
Transformer,72,336,FALSE,FALSE,FALSE,32.97776031,42.64392916,4.29718256,5.23906672,5.74262667,6.53023194,0.45432469,0.61837525,-1.05855109,-1.64320063,0.26927099,1.43068337
Transformer,72,720,FALSE,FALSE,FALSE,31.4954071,42.61228923,4.42634773,5.48086165,5.61207676,6.52780892,0.51331782,0.69364525,-1.57475742,-2.33827518,0.31205291,1.57173872
Transformer,96,1,FALSE,FALSE,FALSE,20.81214523,20.63223619,2.99199033,3.11823538,4.56203318,4.54227214,0.2613807,0.29184361,-0.04903468,-0.02885935,0.12199697,1.02422404
Transformer,96,12,FALSE,FALSE,FALSE,25.52994156,27.34132565,3.43464661,3.66917578,5.05271626,5.22889335,0.31119385,0.35094364,-0.28501634,-0.36818528,0.15847647,1.13358498
Transformer,96,24,FALSE,FALSE,FALSE,24.46596718,28.65645269,3.39878535,3.86554285,4.94630861,5.35317221,0.31110159,0.39010178,-0.22959492,-0.43958657,0.15308695,1.1088829
Transformer,96,96,FALSE,FALSE,FALSE,30.64254951,47.40337938,3.92256594,5.48407396,5.5355711,6.88501121,0.38352081,0.62879741,-0.62078844,-1.45737267,0.21444355,1.27332556
Transformer,96,192,FALSE,FALSE,FALSE,30.40014267,41.23444692,3.96172047,5.05820508,5.5136323,6.42140537,0.3964268,0.57418435,-0.74395757,-1.28676523,0.224354,1.32007992
Transformer,96,336,FALSE,FALSE,FALSE,28.59684372,43.01177381,3.96411371,5.28233183,5.34760189,6.55833621,0.42427066,0.62151412,-1.00817502,-1.681904,0.2453711,1.4115808
Transformer,96,720,FALSE,FALSE,FALSE,27.34081459,44.92295854,4.11788607,5.68839683,5.22884464,6.70245914,0.48548543,0.72333162,-1.47014722,-2.54025604,0.28609544,1.53639579
Transformer,120,1,FALSE,FALSE,FALSE,23.22471619,20.63696798,3.20938015,3.13882134,4.8192029,4.54279297,0.2766003,0.29520084,-0.16380219,-0.03412878,0.13828242,1.07879674
Transformer,120,12,FALSE,FALSE,FALSE,20.40235519,27.66947736,2.98548174,3.71019988,4.51689672,5.26017845,0.26949936,0.35480014,-0.08903384,-0.39147149,0.12676644,1.04357541
Transformer,120,24,FALSE,FALSE,FALSE,20.99071884,28.85943391,3.06637406,3.88838934,4.581563,5.37209772,0.28279737,0.39110718,-0.11696949,-0.45702472,0.13371298,1.05694544
Transformer,120,96,FALSE,FALSE,FALSE,33.99194717,47.46790162,4.21596432,5.50411395,5.83026123,6.88969532,0.41657934,0.62906335,-0.77130369,-1.47317004,0.2421537,1.33126891
Transformer,120,192,FALSE,FALSE,FALSE,32.9981575,43.77434734,4.23197603,5.27314519,5.74440241,6.61621851,0.4291608,0.60337177,-0.84311806,-1.44109625,0.24562836,1.3573674
Transformer,120,336,FALSE,FALSE,FALSE,31.44379044,43.19979929,4.25229025,5.30455039,5.60747623,6.57265542,0.46227741,0.6207642,-1.12833103,-1.70997302,0.27211237,1.45644534
Transformer,120,720,FALSE,FALSE,FALSE,30.33806038,44.02271757,4.34311485,5.60356778,5.5079999,6.63496176,0.50377345,0.7017832,-1.68980568,-2.49003733,0.31010717,1.59889925
Transformer,144,1,FALSE,FALSE,FALSE,21.01875877,20.2534404,3.02454638,3.13248545,4.58462191,4.50038225,0.26739299,0.29627039,-0.11225381,-0.02016195,0.12758209,1.05463445
Transformer,144,12,FALSE,FALSE,FALSE,21.07124138,28.36974531,3.05167818,3.75257345,4.59034204,5.32632569,0.27306423,0.35551191,-0.11070364,-0.43413732,0.1292641,1.05393875
Transformer,144,24,FALSE,FALSE,FALSE,22.46387482,31.18888104,3.22077632,4.13152926,4.73960686,5.58470062,0.29652828,0.42297983,-0.17932716,-0.58273785,0.14147368,1.08607662
Transformer,144,96,FALSE,FALSE,FALSE,29.17230988,36.9779553,3.86063099,4.66928282,5.40113974,6.0809502,0.3854152,0.50359884,-0.6575183,-0.93672523,0.2153866,1.28824854
Transformer,144,192,FALSE,FALSE,FALSE,30.05004501,41.05782635,4.09935665,5.04771195,5.48179197,6.40763813,0.43444991,0.56441163,-0.88057309,-1.30290237,0.24527732,1.3701843
Transformer,144,336,FALSE,FALSE,FALSE,33.83375549,43.81880434,4.39274502,5.36067098,5.816679,6.61957735,0.46921715,0.62405845,-1.20647025,-1.76566885,0.28616762,1.48777211
Transformer,144,720,FALSE,FALSE,FALSE,29.77668571,44.77265539,4.34061766,5.68117229,5.45680189,6.69123721,0.50414282,0.71047259,-1.535972,-2.57061841,0.29954806,1.56498444
Transformer,168,1,FALSE,FALSE,FALSE,21.76641083,20.809161,3.1194346,3.17234164,4.66544867,4.56170593,0.27559373,0.29729463,-0.13425969,-0.05330587,0.13191709,1.06501627
Transformer,168,12,FALSE,FALSE,FALSE,22.21165466,27.74077115,3.18019176,3.71228161,4.712924,5.26695084,0.28550899,0.34918811,-0.15329317,-0.40897036,0.13507137,1.07392204
Transformer,168,24,FALSE,FALSE,FALSE,23.4619503,29.81359668,3.29773664,3.98055424,4.84375381,5.46018284,0.29819363,0.39788248,-0.21359634,-0.52019175,0.14529289,1.10171497
Transformer,168,96,FALSE,FALSE,FALSE,30.20035934,38.57460464,3.96900105,4.82364841,5.49548531,6.21084573,0.3950817,0.52406123,-0.66768645,-1.03124567,0.21880664,1.29157519
Transformer,168,192,FALSE,FALSE,FALSE,33.7264061,42.32697456,4.41977215,5.17655835,5.8074441,6.50591843,0.47137848,0.5817086,-1.04112232,-1.38844205,0.27806026,1.42825973
Transformer,168,336,FALSE,FALSE,FALSE,37.29355621,44.16592922,4.70525646,5.39766565,6.1068449,6.6457452,0.50261319,0.62566264,-1.38558563,-1.80493228,0.31258622,1.54004943
Transformer,168,720,FALSE,FALSE,FALSE,35.10636139,44.76205173,4.83585358,5.67412641,5.92506218,6.69044481,0.56834775,0.70302659,-1.94598763,-2.59115331,0.36296502,1.67926764
Transformer,192,1,FALSE,FALSE,FALSE,23.57993126,20.65980548,3.26293802,3.17987618,4.85591698,4.54530587,0.28265288,0.29865884,-0.21235797,-0.0511954,0.14150548,1.10107124
Transformer,192,12,FALSE,FALSE,FALSE,22.23282623,28.39394811,3.21848273,3.79354327,4.71516991,5.3285972,0.28791657,0.36014958,-0.1418518,-0.45003185,0.13452278,1.06857264
Transformer,192,24,FALSE,FALSE,FALSE,25.33497238,29.8439423,3.50071979,4.0175957,5.03338575,5.46296095,0.3195979,0.40424312,-0.29953991,-0.53022171,0.15862828,1.13999617
Transformer,192,96,FALSE,FALSE,FALSE,29.35031319,48.73881335,3.9102788,5.64106048,5.417593,6.98131888,0.38584295,0.6404665,-0.58476513,-1.5809641,0.20589072,1.25948405
Transformer,192,192,FALSE,FALSE,FALSE,34.83278275,41.52532906,4.4517622,5.11968682,5.90193033,6.44401498,0.45949635,0.56960615,-1.04748837,-1.35792258,0.27108398,1.43012261
Transformer,192,336,FALSE,FALSE,FALSE,28.74340057,44.51755194,4.10265255,5.43548781,5.36128712,6.67214748,0.44728929,0.62737224,-1.06779406,-1.84528342,0.25357458,1.43404484
Transformer,192,720,FALSE,FALSE,FALSE,32.17974472,44.24911214,4.66358423,5.63388302,5.67271948,6.65200061,0.56451982,0.69142389,-1.97668547,-2.57190875,0.35786855,1.68763387
Transformer,336,1,FALSE,FALSE,FALSE,22.63932037,22.00626032,3.27863026,3.35860615,4.75807953,4.69108306,0.2904422,0.31335273,-0.25486725,-0.16207234,0.13986279,1.1202085
Transformer,336,12,FALSE,FALSE,FALSE,24.99817848,31.80423194,3.50592399,4.1496498,4.99981785,5.63952409,0.31913263,0.39479363,-0.38079598,-0.68598092,0.15682754,1.1751188
Transformer,336,24,FALSE,FALSE,FALSE,23.71606445,30.82675217,3.43380475,4.13344284,4.86991405,5.55218445,0.31317243,0.40427769,-0.30551345,-0.64110479,0.15078439,1.14266431
Transformer,336,96,FALSE,FALSE,FALSE,34.28376007,40.52472599,4.47232676,5.03237646,5.85523367,6.36590339,0.45894155,0.53040947,-1.04744742,-1.22700378,0.26685888,1.43152857
Transformer,336,192,FALSE,FALSE,FALSE,36.77376556,46.69081909,4.78676462,5.58933267,6.06413746,6.83306806,0.51747417,0.61557273,-1.40711261,-1.74987568,0.31825313,1.55576396
Transformer,336,336,FALSE,FALSE,FALSE,33.99365234,47.08436829,4.60469007,5.68121936,5.83040762,6.86180503,0.49095753,0.63669754,-1.34996446,-2.12912275,0.28923717,1.53100812
Transformer,336,720,FALSE,FALSE,FALSE,38.05907822,46.34875944,5.18682814,5.82978211,6.16920424,6.80799232,0.60620505,0.68915342,-2.43823633,-2.89031367,0.40362987,1.81555879
Transformer,504,1,FALSE,FALSE,FALSE,32.4509697,22.66166456,4.16538286,3.49471701,5.69657516,4.76042693,0.36729228,0.32205595,-0.78617301,-0.24734809,0.20165679,1.33647788
Transformer,504,12,FALSE,FALSE,FALSE,27.57250214,31.1475936,3.89650416,4.16319861,5.25095272,5.58100292,0.36846185,0.38392538,-0.61263656,-0.72067469,0.18271366,1.26988149
Transformer,504,24,FALSE,FALSE,FALSE,30.29792595,38.35998789,4.18451691,4.83616068,5.50435495,6.19354405,0.40508088,0.4751341,-0.76761716,-1.12740928,0.2088374,1.32953858
Transformer,504,96,FALSE,FALSE,FALSE,34.93550491,44.09711059,4.54786158,5.37759215,5.91062641,6.64056553,0.43518433,0.5537729,-1.00244213,-1.52479973,0.23877242,1.4147687
Transformer,504,192,FALSE,FALSE,FALSE,40.3959198,50.11018785,5.07128143,5.91654037,6.35577869,7.07885498,0.51103199,0.63359446,-1.49147722,-2.08306845,0.30632547,1.57753122
Transformer,504,336,FALSE,FALSE,FALSE,42.31882858,50.46267146,5.38935804,6.01094068,6.50529242,7.10370829,0.58437693,0.65609155,-2.19007103,-2.50291052,0.38160899,1.78096688
Transformer,672,1,FALSE,FALSE,FALSE,34.04885483,24.78846052,4.45564985,3.77370225,5.83513975,4.97880111,0.4017491,0.34433769,-0.98031319,-0.42973496,0.21591777,1.4072361
Transformer,672,12,FALSE,FALSE,FALSE,30.89799881,33.72084149,4.21103477,4.49956762,5.55859661,5.80696491,0.3780207,0.4162761,-0.79547143,-0.95064606,0.1922404,1.33995247
Transformer,672,24,FALSE,FALSE,FALSE,33.80277252,34.07273285,4.51547003,4.55080805,5.81401539,5.83718535,0.41704181,0.42573923,-0.96242352,-0.97736766,0.21795604,1.40084875
Transformer,672,96,FALSE,FALSE,FALSE,35.23285294,57.37251016,4.63575459,6.47972556,5.93572664,7.57446435,0.43363503,0.6778579,-1.14791691,-2.42736835,0.23757714,1.46506369
Transformer,672,192,FALSE,FALSE,FALSE,39.97999191,54.47512179,5.09043503,6.30104248,6.32297325,7.38072637,0.49593621,0.65702079,-1.65219919,-2.48561096,0.29664969,1.62773848
Transformer,672,336,FALSE,FALSE,FALSE,40.32706833,54.07485435,5.31820965,6.3528162,6.35035992,7.35356066,0.55621082,0.67411313,-2.35726503,-2.92888812,0.35316488,1.81808889
Transformer,720,1,FALSE,FALSE,FALSE,31.38365746,25.06102179,4.27322817,3.81691936,5.60211182,5.00609846,0.38774019,0.34600971,-0.91270481,-0.46024661,0.20184283,1.38300574
Transformer,720,12,FALSE,FALSE,FALSE,29.0625267,34.40071608,4.06181622,4.59269459,5.39096737,5.86521236,0.36363947,0.42434427,-0.76432586,-1.01042337,0.18284968,1.32835174
Transformer,720,24,FALSE,FALSE,FALSE,33.54212189,36.31317048,4.4726367,4.75310024,5.79155588,6.02604103,0.40994984,0.44445021,-1.02837345,-1.12882455,0.21838868,1.42429936
Transformer,720,96,FALSE,FALSE,FALSE,34.76655197,44.2283154,4.64184523,5.43632315,5.89631701,6.65043723,0.43964624,0.52930363,-1.27892484,-1.66678442,0.24602734,1.51078403
Transformer,720,192,FALSE,FALSE,FALSE,34.71422577,51.19102535,4.74460745,6.04089553,5.89187813,7.15479038,0.46424723,0.61200871,-1.5251914,-2.3115069,0.26467994,1.58823824
Transformer,6,1,FALSE,FALSE,TRUE,19.66570091,22.71725917,2.83509469,3.26342594,4.43460274,4.7662626,0.24246037,0.30418733,0.02756126,-0.1141709,0.11324891,0.98612309
Transformer,6,12,FALSE,FALSE,TRUE,19.00484085,30.2251693,2.81188154,3.95064699,4.35945415,5.4977422,0.24512479,0.39707129,0.06146117,-0.4877434,0.11020073,0.96879023
Transformer,6,24,FALSE,FALSE,TRUE,17.95680428,36.21624823,2.78199339,4.49454182,4.23754692,6.0179937,0.25878492,0.47761096,0.0468245,-0.78943637,0.11343336,0.97642976
Transformer,6,96,FALSE,FALSE,TRUE,28.59786224,40.52538905,3.80185318,4.88667086,5.34769678,6.36595547,0.38087487,0.54471183,-0.47826729,-1.06461054,0.20296262,1.21610391
Transformer,6,192,FALSE,FALSE,TRUE,44.08585358,42.26388754,4.85290194,5.04681375,6.63971806,6.50106818,0.50484085,0.57399499,-1.45769779,-1.29958871,0.34924725,1.56786335
Transformer,6,336,FALSE,FALSE,TRUE,28.29171944,42.58745289,3.92422175,5.21056669,5.31899595,6.52590629,0.42900288,0.62250737,-0.8991039,-1.5977062,0.24703585,1.38089204
Transformer,6,720,FALSE,FALSE,TRUE,28.48931885,42.35727723,4.11467171,5.43351554,5.33753872,6.50824686,0.4859153,0.69699783,-1.4642275,-2.26485984,0.29778999,1.54458141
Transformer,12,1,FALSE,FALSE,TRUE,20.61789513,22.30022835,2.95297647,3.24987702,4.54069328,4.72231176,0.25632179,0.30796756,-0.01817637,-0.09507607,0.12068517,1.00904727
Transformer,12,12,FALSE,FALSE,TRUE,18.80179977,24.92671737,2.79494381,3.45528276,4.33610439,4.99266636,0.242796,0.33150226,0.0730678,-0.22830085,0.10844261,0.962767
Transformer,12,24,FALSE,FALSE,TRUE,18.30073929,27.07595306,2.80660605,3.71479464,4.27793646,5.20345588,0.25986159,0.37804118,0.0346128,-0.33925669,0.11545803,0.98262477
Transformer,12,96,FALSE,FALSE,TRUE,26.31411934,44.31974373,3.60941005,5.18576481,5.12972879,6.65730754,0.35402051,0.58955644,-0.3554166,-1.26036707,0.1806839,1.16419411
Transformer,12,192,FALSE,FALSE,TRUE,41.14213943,42.65824409,4.65417719,5.06080066,6.41421366,6.5313279,0.47767362,0.57273794,-1.27128642,-1.32381423,0.31728935,1.50947857
Transformer,12,336,FALSE,FALSE,TRUE,29.89974976,42.82127642,4.09275246,5.22296104,5.46806622,6.54379679,0.4537687,0.62249227,-1.00035501,-1.61566158,0.26543561,1.41387379
Transformer,12,720,FALSE,FALSE,TRUE,30.31987381,42.14101613,4.30010414,5.4095626,5.50634861,6.49161121,0.51214767,0.69100811,-1.6254705,-2.25298153,0.32001048,1.58865297
Transformer,24,1,FALSE,FALSE,TRUE,20.12388039,18.79779439,2.89156365,2.96074845,4.48596478,4.33564233,0.24661233,0.28094712,0.00972482,0.07498008,0.11572382,0.99512571
Transformer,24,12,FALSE,FALSE,TRUE,17.16564178,25.97762788,2.6398654,3.5395071,4.14314413,5.09682527,0.23511213,0.34089242,0.09981663,-0.28276844,0.10287312,0.94877696
Transformer,24,24,FALSE,FALSE,TRUE,17.75223351,27.10831158,2.7299366,3.72924151,4.21333981,5.20656428,0.24868849,0.38088407,0.07212661,-0.34365271,0.10791222,0.96328634
Transformer,24,96,FALSE,FALSE,TRUE,30.8769455,46.52951037,3.91199684,5.41526355,5.55670261,6.82125431,0.38219526,0.63295428,-0.57904189,-1.37826624,0.21239403,1.25671065
Transformer,24,192,FALSE,FALSE,TRUE,39.25817108,39.74212746,4.54401398,4.87580831,6.26563406,6.30413574,0.46127024,0.55199104,-1.14643263,-1.17018575,0.29436776,1.46505988
Transformer,24,336,FALSE,FALSE,TRUE,31.04478264,41.3917623,3.9944942,5.13101049,5.5717845,6.433643,0.41746408,0.61242426,-1.02864351,-1.53558639,0.2559633,1.4293443
Transformer,24,720,FALSE,FALSE,TRUE,28.92042351,43.23743662,4.2413168,5.52114734,5.37777138,6.57551797,0.50767308,0.71002537,-1.47474617,-2.34746603,0.3064484,1.54227602
Transformer,48,1,FALSE,FALSE,TRUE,17.66074371,20.22092579,2.66598582,3.06116697,4.20246887,4.49676837,0.23023663,0.28674473,0.08273179,0.00075798,0.10365132,0.95774126
Transformer,48,12,FALSE,FALSE,TRUE,18.03612137,28.89607347,2.76394176,3.80415091,4.24689531,5.37550681,0.2481752,0.37143161,0.06701371,-0.43288171,0.1085573,0.96591753
Transformer,48,24,FALSE,FALSE,TRUE,19.29138947,29.08427034,2.91140294,3.89125266,4.39219666,5.39298344,0.26670018,0.3965474,0.00610525,-0.44772654,0.11921635,0.99694538
Transformer,48,96,FALSE,FALSE,TRUE,26.38398552,37.60669966,3.62716842,4.68752604,5.13653421,6.13243016,0.36478963,0.51706436,-0.46844282,-0.93093043,0.19262639,1.21270728
Transformer,48,192,FALSE,FALSE,TRUE,32.39733887,39.5239051,4.15748453,4.87526715,5.69186592,6.28680404,0.44025549,0.55110252,-0.97741143,-1.16902899,0.26593092,1.40621519
Transformer,48,336,FALSE,FALSE,TRUE,36.87952042,43.04915138,4.57134056,5.27952461,6.07285118,6.56118521,0.49556696,0.6310838,-1.35286226,-1.65258717,0.31922054,1.53438032
Transformer,48,720,FALSE,FALSE,TRUE,28.72215462,42.91237467,4.18623114,5.51253481,5.35930538,6.55075375,0.48792502,0.70498371,-1.39581196,-2.34195164,0.28913161,1.51868951
Transformer,72,1,FALSE,FALSE,TRUE,21.25744629,20.1400304,3.00947881,3.09760624,4.61057997,4.48776452,0.26282597,0.29492606,-0.08672903,0.00029018,0.12756604,1.04246306
Transformer,72,12,FALSE,FALSE,TRUE,19.37002182,27.316656,2.86827898,3.69310977,4.40113878,5.22653384,0.25282621,0.3584656,0.01338368,-0.36069459,0.11502733,0.9933238
Transformer,72,24,FALSE,FALSE,TRUE,26.71149254,28.01195628,3.55689764,3.7870956,5.16831636,5.29263226,0.33025202,0.38124208,-0.3554432,-0.40068633,0.17213948,1.16423857
Transformer,72,96,FALSE,FALSE,TRUE,25.56872177,47.12671715,3.5213623,5.45393438,5.05655241,6.86489018,0.34419036,0.62779382,-0.38264343,-1.43128087,0.17655841,1.17624116
Transformer,72,192,FALSE,FALSE,TRUE,36.82183838,40.05382178,4.47220325,4.93344162,6.06809998,6.32880888,0.4672401,0.55679928,-1.1791042,-1.20949563,0.29845849,1.47486567
Transformer,72,336,FALSE,FALSE,TRUE,32.97776031,42.64392916,4.29718256,5.23906672,5.74262667,6.53023194,0.45432469,0.61837525,-1.05855115,-1.64320063,0.26927099,1.43068337
Transformer,72,720,FALSE,FALSE,TRUE,31.4954071,42.61228923,4.42634773,5.48086165,5.61207676,6.52780892,0.51331782,0.69364525,-1.57475735,-2.33827518,0.31205291,1.57173872
Transformer,96,1,FALSE,FALSE,TRUE,22.1714077,20.63223619,3.11208677,3.11823538,4.7086525,4.54227214,0.27352554,0.29184361,-0.1175484,-0.02885935,0.13172616,1.05714166
Transformer,96,12,FALSE,FALSE,TRUE,25.52994156,27.34132565,3.43464661,3.66917578,5.05271626,5.22889335,0.31119382,0.35094364,-0.28501625,-0.36818528,0.15847646,1.13358498
Transformer,96,24,FALSE,FALSE,TRUE,24.46596336,28.65645269,3.39878535,3.86554285,4.94630814,5.35317221,0.31110156,0.39010178,-0.22959485,-0.43958657,0.15308693,1.1088829
Transformer,96,96,FALSE,FALSE,TRUE,30.64254951,47.40337938,3.92256618,5.48407396,5.5355711,6.88501121,0.38352081,0.62879741,-0.62078861,-1.45737267,0.21444359,1.27332556
Transformer,96,192,FALSE,FALSE,TRUE,30.40014267,41.23444692,3.96172047,5.05820508,5.5136323,6.42140537,0.3964268,0.57418435,-0.74395757,-1.28676523,0.224354,1.32007992
Transformer,96,336,FALSE,FALSE,TRUE,28.59684372,43.01177381,3.96411371,5.28233183,5.34760189,6.55833621,0.42427066,0.62151412,-1.00817506,-1.681904,0.2453711,1.4115808
Transformer,96,720,FALSE,FALSE,TRUE,27.34081078,44.92295854,4.11788607,5.68839683,5.22884417,6.70245914,0.48548537,0.72333162,-1.47014712,-2.54025604,0.28609541,1.53639579
Transformer,120,1,FALSE,FALSE,TRUE,22.21631622,20.63696798,3.11718464,3.13882134,4.71341896,4.54279297,0.26799932,0.29520084,-0.11327074,-0.03412878,0.13035436,1.05511653
Transformer,120,12,FALSE,FALSE,TRUE,20.37987518,27.66947736,2.98161745,3.71019988,4.51440763,5.26017845,0.26894587,0.35480014,-0.08783449,-0.39147149,0.12653229,1.04300034
Transformer,120,24,FALSE,FALSE,TRUE,20.99077225,28.85943391,3.06637812,3.88838934,4.58156872,5.37209772,0.28279749,0.39110718,-0.11697229,-0.45702472,0.13371345,1.05694675
Transformer,120,96,FALSE,FALSE,TRUE,33.99240494,47.46790162,4.21600771,5.50411395,5.83030081,6.88969532,0.41658619,0.62906335,-0.77132747,-1.47317004,0.24215907,1.33127785
Transformer,120,192,FALSE,FALSE,TRUE,32.99816132,43.77434734,4.23197603,5.27314519,5.74440241,6.61621851,0.42916083,0.60337177,-0.84311809,-1.44109625,0.24562836,1.3573674
Transformer,120,336,FALSE,FALSE,TRUE,31.44379044,43.19979929,4.25229025,5.30455039,5.60747623,6.57265542,0.46227747,0.6207642,-1.12833113,-1.70997302,0.27211243,1.45644534
